_index,_type,_id,_score,_source.id,_source.names.en,_source.names.vi,_source.names.fr,_source.types,_source.weight,_source.source,_source.name,_source.indexed,_source.names.de,_source.synonyms.en
profession-test,_doc,church_volunteer,0.043408982,church_volunteer,Church Volunteer,,,job title,10,https://zety.com/blog/job-titles,Church Volunteer,1641224468283,,
profession-test,_doc,credit_authorizer,0.043408982,credit_authorizer,Credit Authorizer,,,job title,10,https://zety.com/blog/job-titles,Credit Authorizer,1641224468283,,
profession-test,_doc,benefits_manager,0.043408982,benefits_manager,Benefits Manager,,,job title,10,https://zety.com/blog/job-titles,Benefits Manager,1641224468283,,
profession-test,_doc,credit_counselor,0.043408982,credit_counselor,Credit Counselor,,,job title,10,https://zety.com/blog/job-titles,Credit Counselor,1641224468283,,
profession-test,_doc,accounting_analyst,0.043408982,accounting_analyst,Accounting Analyst,,,job title,10,https://zety.com/blog/job-titles,Accounting Analyst,1641224468283,,
profession-test,_doc,accounting_director,0.043408982,accounting_director,Accounting Director,,,job title,10,https://zety.com/blog/job-titles,Accounting Director,1641224468283,,
profession-test,_doc,accounts_payable_receivable_clerk,0.043408982,accounts_payable_receivable_clerk,Accounts Payable/Receivable Clerk,,,job title,10,https://zety.com/blog/job-titles,Accounts Payable/Receivable Clerk,1641224468283,,
profession-test,_doc,budget_analyst,0.043408982,budget_analyst,Budget Analyst,,,job title,10,https://zety.com/blog/job-titles,Budget Analyst,1641224468283,,
profession-test,_doc,economist,0.043408982,economist,Economist,,,job title,10,https://zety.com/blog/job-titles,Economist,1641224468283,,
profession-test,_doc,payroll_manager,0.043408982,payroll_manager,Payroll Manager,,,job title,10,https://zety.com/blog/job-titles,Payroll Manager,1641224468283,,
profession-test,_doc,payroll_clerk,0.043408982,payroll_clerk,Payroll Clerk,,,job title,10,https://zety.com/blog/job-titles,Payroll Clerk,1641224468283,,
profession-test,_doc,financial_planner,0.043408982,financial_planner,Financial Planner,,,job title,10,https://zety.com/blog/job-titles,Financial Planner,1641224468283,,
profession-test,_doc,financial_services_representative,0.043408982,financial_services_representative,Financial Services Representative,,,job title,10,https://zety.com/blog/job-titles,Financial Services Representative,1641224468283,,
profession-test,_doc,finance_director,0.043408982,finance_director,Finance Director,,,job title,10,https://zety.com/blog/job-titles,Finance Director,1641224468283,,
profession-test,_doc,commercial_loan_officer,0.043408982,commercial_loan_officer,Commercial Loan Officer,,,job title,10,https://zety.com/blog/job-titles,Commercial Loan Officer,1641224468283,,
profession-test,_doc,marketing_research_analyst,0.043408982,marketing_research_analyst,Marketing Research Analyst,,,job title,10,https://zety.com/blog/job-titles,Marketing Research Analyst,1641224468283,,
profession-test,_doc,marketing_communications_manager,0.043408982,marketing_communications_manager,Marketing Communications Manager,,,job title,10,https://zety.com/blog/job-titles,Marketing Communications Manager,1641224468283,,
profession-test,_doc,marketing_consultant,0.043408982,marketing_consultant,Marketing Consultant,,,job title,10,https://zety.com/blog/job-titles,Marketing Consultant,1641224468283,,
profession-test,_doc,public_relations,0.043408982,public_relations,Public Relations,,,job title,10,https://zety.com/blog/job-titles,Public Relations,1641224468283,,
profession-test,_doc,social_media_assistant,0.043408982,social_media_assistant,Social Media Assistant,,,job title,10,https://zety.com/blog/job-titles,Social Media Assistant,1641224468283,,
profession-test,_doc,seo_manager,0.043408982,seo_manager,SEO Manager,,,job title,10,https://zety.com/blog/job-titles,SEO Manager,1641224468283,,
profession-test,_doc,content_marketing_manager,0.043408982,content_marketing_manager,Content Marketing Manager,,,job title,10,https://zety.com/blog/job-titles,Content Marketing Manager,1641224468283,,
profession-test,_doc,media_buyer,0.043408982,media_buyer,Media Buyer,,,job title,10,https://zety.com/blog/job-titles,Media Buyer,1641224468283,,
profession-test,_doc,ecommerce_marketing_specialist,0.043408982,ecommerce_marketing_specialist,eCommerce Marketing Specialist,,,job title,10,https://zety.com/blog/job-titles,eCommerce Marketing Specialist,1641224468283,,
profession-test,_doc,brand_strategist,0.043408982,brand_strategist,Brand Strategist,,,job title,10,https://zety.com/blog/job-titles,Brand Strategist,1641224468283,,
profession-test,_doc,vice_president_of_marketing,0.043408982,vice_president_of_marketing,Vice President of Marketing,,,job title,10,https://zety.com/blog/job-titles,Vice President of Marketing,1641224468283,,
profession-test,_doc,media_relations_coordinator,0.043408982,media_relations_coordinator,Media Relations Coordinator,,,job title,10,https://zety.com/blog/job-titles,Media Relations Coordinator,1641224468283,,
profession-test,_doc,ceo_chief_executive_officer,0.043408982,ceo_chief_executive_officer,CEO—Chief Executive Officer,,,job title,10,https://zety.com/blog/job-titles,CEO—Chief Executive Officer,1641224468283,,
profession-test,_doc,coo_chief_operating_officer,0.043408982,coo_chief_operating_officer,COO—Chief Operating Officer,,,job title,10,https://zety.com/blog/job-titles,COO—Chief Operating Officer,1641224468283,,
profession-test,_doc,cfo_chief_financial_officer,0.043408982,cfo_chief_financial_officer,CFO—Chief Financial Officer,,,job title,10,https://zety.com/blog/job-titles,CFO—Chief Financial Officer,1641224468283,,
profession-test,_doc,cio_chief_information_officer,0.043408982,cio_chief_information_officer,CIO—Chief Information Officer,,,job title,10,https://zety.com/blog/job-titles,CIO—Chief Information Officer,1641224468283,,
profession-test,_doc,cto_chief_technology_officer,0.043408982,cto_chief_technology_officer,CTO—Chief Technology Officer,,,job title,10,https://zety.com/blog/job-titles,CTO—Chief Technology Officer,1641224468283,,
profession-test,_doc,cmo_chief_marketing_officer,0.043408982,cmo_chief_marketing_officer,CMO—Chief Marketing Officer,,,job title,10,https://zety.com/blog/job-titles,CMO—Chief Marketing Officer,1641224468283,,
profession-test,_doc,chro_chief_human_resources_officer,0.043408982,chro_chief_human_resources_officer,CHRO—Chief Human Resources Officer,,,job title,10,https://zety.com/blog/job-titles,CHRO—Chief Human Resources Officer,1641224468283,,
profession-test,_doc,cdo_chief_data_officer,0.043408982,cdo_chief_data_officer,CDO—Chief Data Officer,,,job title,10,https://zety.com/blog/job-titles,CDO—Chief Data Officer,1641224468283,,
profession-test,_doc,cpo_chief_product_officer,0.043408982,cpo_chief_product_officer,CPO—Chief Product Officer,,,job title,10,https://zety.com/blog/job-titles,CPO—Chief Product Officer,1641224468283,,
profession-test,_doc,cco_chief_customer_officer,0.043408982,cco_chief_customer_officer,CCO—Chief Customer Officer,,,job title,10,https://zety.com/blog/job-titles,CCO—Chief Customer Officer,1641224468283,,
profession-test,_doc,travel_agent,0.043408982,travel_agent,Travel Agent,,,job title,10,https://zety.com/blog/job-titles,Travel Agent,1641224468283,,
profession-test,_doc,hotel_front_door_greeter,0.043408982,hotel_front_door_greeter,Hotel Front Door Greeter,,,job title,10,https://zety.com/blog/job-titles,Hotel Front Door Greeter,1641224468283,,
profession-test,_doc,bellhop,0.043408982,bellhop,Bellhop,,,job title,10,https://zety.com/blog/job-titles,Bellhop,1641224468283,,
profession-test,_doc,cruise_director,0.043408982,cruise_director,Cruise Director,,,job title,10,https://zety.com/blog/job-titles,Cruise Director,1641224468283,,
profession-test,_doc,entertainment_specialist,0.043408982,entertainment_specialist,Entertainment Specialist,,,job title,10,https://zety.com/blog/job-titles,Entertainment Specialist,1641224468283,,
profession-test,_doc,hotel_manager,0.043408982,hotel_manager,Hotel Manager,,,job title,10,https://zety.com/blog/job-titles,Hotel Manager,1641224468283,,
profession-test,_doc,front_desk_associate,0.043408982,front_desk_associate,Front Desk Associate,,,job title,10,https://zety.com/blog/job-titles,Front Desk Associate,1641224468283,,
profession-test,_doc,front_desk_manager,0.043408982,front_desk_manager,Front Desk Manager,,,job title,10,https://zety.com/blog/job-titles,Front Desk Manager,1641224468283,,
profession-test,_doc,group_sales,0.043408982,group_sales,Group Sales,,,job title,10,https://zety.com/blog/job-titles,Group Sales,1641224468283,,
profession-test,_doc,event_planner,0.043408982,event_planner,Event Planner,,,job title,10,https://zety.com/blog/job-titles,Event Planner,1641224468283,,
profession-test,_doc,spa_manager,0.043408982,spa_manager,Spa Manager,,,job title,10,https://zety.com/blog/job-titles,Spa Manager,1641224468283,,
profession-test,_doc,wedding_coordinator,0.043408982,wedding_coordinator,Wedding Coordinator,,,job title,10,https://zety.com/blog/job-titles,Wedding Coordinator,1641224468283,,
profession-test,_doc,cruise_ship_attendant,0.043408982,cruise_ship_attendant,Cruise Ship Attendant,,,job title,10,https://zety.com/blog/job-titles,Cruise Ship Attendant,1641224468283,,
profession-test,_doc,casino_host,0.043408982,casino_host,Casino Host,,,job title,10,https://zety.com/blog/job-titles,Casino Host,1641224468283,,
profession-test,_doc,hotel_receptionist,0.043408982,hotel_receptionist,Hotel Receptionist,,,job title,10,https://zety.com/blog/job-titles,Hotel Receptionist,1641224468283,,
profession-test,_doc,reservationist,0.043408982,reservationist,Reservationist,,,job title,10,https://zety.com/blog/job-titles,Reservationist,1641224468283,,
profession-test,_doc,events_manager,0.043408982,events_manager,Events Manager,,,job title,10,https://zety.com/blog/job-titles,Events Manager,1641224468283,,
profession-test,_doc,meeting_planner,0.043408982,meeting_planner,Meeting Planner,,,job title,10,https://zety.com/blog/job-titles,Meeting Planner,1641224468283,,
profession-test,_doc,lodging_manager,0.043408982,lodging_manager,Lodging Manager,,,job title,10,https://zety.com/blog/job-titles,Lodging Manager,1641224468283,,
profession-test,_doc,director_of_maintenance,0.043408982,director_of_maintenance,Director of Maintenance,,,job title,10,https://zety.com/blog/job-titles,Director of Maintenance,1641224468283,,
profession-test,_doc,valet,0.043408982,valet,Valet,,,job title,10,https://zety.com/blog/job-titles,Valet,1641224468283,,
profession-test,_doc,video_or_film_producer,0.043408982,video_or_film_producer,Video or Film Producer,,,job title,10,https://zety.com/blog/job-titles,Video or Film Producer,1641224468283,,
profession-test,_doc,playwright,0.043408982,playwright,Playwright,,,job title,10,https://zety.com/blog/job-titles,Playwright,1641224468283,,
profession-test,_doc,musician,0.043408982,musician,Musician,,,job title,10,https://zety.com/blog/job-titles,Musician,1641224468283,,
profession-test,_doc,novelist_writer,0.043408982,novelist_writer,Novelist/Writer,,,job title,10,https://zety.com/blog/job-titles,Novelist/Writer,1641224468283,,
profession-test,_doc,computer_animator,0.043408982,computer_animator,Computer Animator,,,job title,10,https://zety.com/blog/job-titles,Computer Animator,1641224468283,,
profession-test,_doc,camera_operator,0.043408982,camera_operator,Camera Operator,,,job title,10,https://zety.com/blog/job-titles,Camera Operator,1641224468283,,
profession-test,_doc,sound_engineer,0.043408982,sound_engineer,Sound Engineer,,,job title,10,https://zety.com/blog/job-titles,Sound Engineer,1641224468283,,
profession-test,_doc,motion_picture_director,0.043408982,motion_picture_director,Motion Picture Director,,,job title,10,https://zety.com/blog/job-titles,Motion Picture Director,1641224468283,,
profession-test,_doc,actor,0.043408982,actor,Actor,,,job title,10,https://zety.com/blog/job-titles,Actor,1641224468283,,
profession-test,_doc,music_producer,0.043408982,music_producer,Music Producer,,,job title,10,https://zety.com/blog/job-titles,Music Producer,1641224468283,,
profession-test,_doc,director_of_photography,0.043408982,director_of_photography,Director of Photography,,,job title,10,https://zety.com/blog/job-titles,Director of Photography,1641224468283,,
profession-test,_doc,overseer,0.043408982,overseer,Overseer,,,job title,10,https://zety.com/blog/job-titles,Overseer,1641224468283,,
profession-test,_doc,construction_worker,0.043408982,construction_worker,Construction Worker,,,job title,10,https://zety.com/blog/job-titles,Construction Worker,1641224468283,,
profession-test,_doc,taper,0.043408982,taper,Taper,,,job title,10,https://zety.com/blog/job-titles,Taper,1641224468283,,
profession-test,_doc,vehicle_or_equipment_cleaner,0.043408982,vehicle_or_equipment_cleaner,Vehicle or Equipment Cleaner,,,job title,10,https://zety.com/blog/job-titles,Vehicle or Equipment Cleaner,1641224468283,,
profession-test,_doc,carpenter,0.043408982,carpenter,Carpenter,,,job title,10,https://zety.com/blog/job-titles,Carpenter,1641224468283,,
profession-test,_doc,handyman,0.043408982,handyman,Handyman,,,job title,10,https://zety.com/blog/job-titles,Handyman,1641224468283,,
profession-test,_doc,boilermaker,0.043408982,boilermaker,Boilermaker,,,job title,10,https://zety.com/blog/job-titles,Boilermaker,1641224468283,,
profession-test,_doc,crane_operator,0.043408982,crane_operator,Crane Operator,,,job title,10,https://zety.com/blog/job-titles,Crane Operator,1641224468283,,
profession-test,_doc,building_inspector,0.043408982,building_inspector,Building Inspector,,,job title,10,https://zety.com/blog/job-titles,Building Inspector,1641224468283,,
profession-test,_doc,pipefitter,0.043408982,pipefitter,Pipefitter,,,job title,10,https://zety.com/blog/job-titles,Pipefitter,1641224468283,,
profession-test,_doc,sheet_metal_worker,0.043408982,sheet_metal_worker,Sheet Metal Worker,,,job title,10,https://zety.com/blog/job-titles,Sheet Metal Worker,1641224468283,,
profession-test,_doc,iron_worker,0.043408982,iron_worker,Iron Worker,,,job title,10,https://zety.com/blog/job-titles,Iron Worker,1641224468283,,
profession-test,_doc,mason,0.043408982,mason,Mason,,,job title,10,https://zety.com/blog/job-titles,Mason,1641224468283,,
profession-test,_doc,roofer,0.043408982,roofer,Roofer,,,job title,10,https://zety.com/blog/job-titles,Roofer,1641224468283,,
profession-test,_doc,solar_photovoltaic_installer,0.043408982,solar_photovoltaic_installer,Solar Photovoltaic Installer,,,job title,10,https://zety.com/blog/job-titles,Solar Photovoltaic Installer,1641224468283,,
profession-test,_doc,well_driller,0.043408982,well_driller,Well Driller,,,job title,10,https://zety.com/blog/job-titles,Well Driller,1641224468283,,
profession-test,_doc,mental_health_counselor,0.043408982,mental_health_counselor,Mental Health Counselor,,,job title,10,https://zety.com/blog/job-titles,Mental Health Counselor,1641224468283,,
profession-test,_doc,addiction_counselor,0.043408982,addiction_counselor,Addiction Counselor,,,job title,10,https://zety.com/blog/job-titles,Addiction Counselor,1641224468283,,
profession-test,_doc,school_counselor,0.043408982,school_counselor,School Counselor,,,job title,10,https://zety.com/blog/job-titles,School Counselor,1641224468283,,
profession-test,_doc,guidance_counselor,0.043408982,guidance_counselor,Guidance Counselor,,,job title,10,https://zety.com/blog/job-titles,Guidance Counselor,1641224468283,,
profession-test,_doc,life_coach,0.043408982,life_coach,Life Coach,,,job title,10,https://zety.com/blog/job-titles,Life Coach,1641224468283,,
profession-test,_doc,couples_counselor,0.043408982,couples_counselor,Couples Counselor,,,job title,10,https://zety.com/blog/job-titles,Couples Counselor,1641224468283,,
profession-test,_doc,animal_breeder,0.043408982,animal_breeder,Animal Breeder,,,job title,10,https://zety.com/blog/job-titles,Animal Breeder,1641224468283,,
profession-test,_doc,veterinary_assistant,0.043408982,veterinary_assistant,Veterinary Assistant,,,job title,10,https://zety.com/blog/job-titles,Veterinary Assistant,1641224468283,,
profession-test,_doc,farm_worker,0.043408982,farm_worker,Farm Worker,,,job title,10,https://zety.com/blog/job-titles,Farm Worker,1641224468283,,
profession-test,_doc,animal_shelter_worker,0.043408982,animal_shelter_worker,Animal Shelter Worker,,,job title,10,https://zety.com/blog/job-titles,Animal Shelter Worker,1641224468283,,
profession-test,_doc,dog_walker_pet_sitter,0.043408982,dog_walker_pet_sitter,Dog Walker / Pet Sitter,,,job title,10,https://zety.com/blog/job-titles,Dog Walker / Pet Sitter,1641224468283,,
profession-test,_doc,zoologist,0.043408982,zoologist,Zoologist,,,job title,10,https://zety.com/blog/job-titles,Zoologist,1641224468283,,
profession-test,_doc,animal_trainer,0.043408982,animal_trainer,Animal Trainer,,,job title,10,https://zety.com/blog/job-titles,Animal Trainer,1641224468283,,
profession-test,_doc,service_dog_trainer,0.043408982,service_dog_trainer,Service Dog Trainer,,,job title,10,https://zety.com/blog/job-titles,Service Dog Trainer,1641224468283,,
profession-test,_doc,animal_shelter_manager,0.043408982,animal_shelter_manager,Animal Shelter Manager,,,job title,10,https://zety.com/blog/job-titles,Animal Shelter Manager,1641224468283,,
profession-test,_doc,animal_control_officer,0.043408982,animal_control_officer,Animal Control Officer,,,job title,10,https://zety.com/blog/job-titles,Animal Control Officer,1641224468283,,
profession-test,_doc,auditing_clerk,0.043408982,auditing_clerk,Auditing Clerk,,,job title,10,https://zety.com/blog/job-titles,Auditing Clerk,1641224468283,,
profession-test,_doc,business_manager,0.043408982,business_manager,Business Manager,,,job title,10,https://zety.com/blog/job-titles,Business Manager,1641224468283,,
profession-test,_doc,quality_control_coordinator,0.043408982,quality_control_coordinator,Quality Control Coordinator,,,job title,10,https://zety.com/blog/job-titles,Quality Control Coordinator,1641224468283,,
profession-test,_doc,administrative_manager,0.043408982,administrative_manager,Administrative Manager,,,job title,10,https://zety.com/blog/job-titles,Administrative Manager,1641224468283,,
profession-test,_doc,risk_manager,0.043408982,risk_manager,Risk Manager,,,job title,10,https://zety.com/blog/job-titles,Risk Manager,1641224468283,,
profession-test,_doc,human_resources,0.043408982,human_resources,Human Resources,,,job title,10,https://zety.com/blog/job-titles,Human Resources,1641224468283,,
profession-test,_doc,secretary,0.043408982,secretary,Secretary,,,job title,10,https://zety.com/blog/job-titles,Secretary,1641224468283,,
profession-test,_doc,office_clerk,0.043408982,office_clerk,Office Clerk,,,job title,10,https://zety.com/blog/job-titles,Office Clerk,1641224468283,,
profession-test,_doc,file_clerk,0.043408982,file_clerk,File Clerk,,,job title,10,https://zety.com/blog/job-titles,File Clerk,1641224468283,,
profession-test,_doc,account_collector,0.043408982,account_collector,Account Collector,,,job title,10,https://zety.com/blog/job-titles,Account Collector,1641224468283,,
profession-test,_doc,program_administrator,0.043408982,program_administrator,Program Administrator,,,job title,10,https://zety.com/blog/job-titles,Program Administrator,1641224468283,,
profession-test,_doc,administrative_analyst,0.043408982,administrative_analyst,Administrative Analyst,,,job title,10,https://zety.com/blog/job-titles,Administrative Analyst,1641224468283,,
profession-test,_doc,data_entry,0.043408982,data_entry,Data Entry,,,job title,10,https://zety.com/blog/job-titles,Data Entry,1641224468283,,
profession-test,_doc,telemarketer,0.043408982,telemarketer,Telemarketer,,,job title,10,https://zety.com/blog/job-titles,Telemarketer,1641224468283,,
profession-test,_doc,telephone_operator,0.043408982,telephone_operator,Telephone Operator,,,job title,10,https://zety.com/blog/job-titles,Telephone Operator,1641224468283,,
profession-test,_doc,phone_survey_conductor,0.043408982,phone_survey_conductor,Phone Survey Conductor,,,job title,10,https://zety.com/blog/job-titles,Phone Survey Conductor,1641224468283,,
profession-test,_doc,dispatcher_for_trucks_or_taxis,0.043408982,dispatcher_for_trucks_or_taxis,Dispatcher for Trucks or Taxis,,,job title,10,https://zety.com/blog/job-titles,Dispatcher for Trucks or Taxis,1641224468283,,
profession-test,_doc,customer_support_representative,0.043408982,customer_support_representative,Customer Support Representative,,,job title,10,https://zety.com/blog/job-titles,Customer Support Representative,1641224468283,,
profession-test,_doc,over_the_phone_interpreter,0.043408982,over_the_phone_interpreter,Over the Phone Interpreter,,,job title,10,https://zety.com/blog/job-titles,Over the Phone Interpreter,1641224468283,,
profession-test,_doc,phone_sales_specialist,0.043408982,phone_sales_specialist,Phone Sales Specialist,,,job title,10,https://zety.com/blog/job-titles,Phone Sales Specialist,1641224468283,,
profession-test,_doc,mortgage_loan_processor,0.043408982,mortgage_loan_processor,Mortgage Loan Processor,,,job title,10,https://zety.com/blog/job-titles,Mortgage Loan Processor,1641224468283,,
profession-test,_doc,archivist,0.043408982,archivist,Archivist,,,job title,10,https://zety.com/blog/job-titles,Archivist,1641224468283,,
profession-test,_doc,actuary,0.043408982,actuary,Actuary,,,job title,10,https://zety.com/blog/job-titles,Actuary,1641224468283,,
profession-test,_doc,entrepreneur,0.043408982,entrepreneur,Entrepreneur,,,job title,10,https://zety.com/blog/job-titles,Entrepreneur,1641224468283,,
profession-test,_doc,mathematician,0.043408982,mathematician,Mathematician,,,job title,10,https://zety.com/blog/job-titles,Mathematician,1641224468283,,
profession-test,_doc,locksmith,0.043408982,locksmith,Locksmith,,,job title,10,https://zety.com/blog/job-titles,Locksmith,1641224468283,,
profession-test,_doc,management_consultant,0.043408982,management_consultant,Management Consultant,,,job title,10,https://zety.com/blog/job-titles,Management Consultant,1641224468283,,
profession-test,_doc,shelf_stocker,0.043408982,shelf_stocker,Shelf Stocker,,,job title,10,https://zety.com/blog/job-titles,Shelf Stocker,1641224468283,,
profession-test,_doc,caretaker_or_house_sitter,0.043408982,caretaker_or_house_sitter,Caretaker or House Sitter,,,job title,10,https://zety.com/blog/job-titles,Caretaker or House Sitter,1641224468283,,
profession-test,_doc,library_assistant,0.043408982,library_assistant,Library Assistant,,,job title,10,https://zety.com/blog/job-titles,Library Assistant,1641224468283,,
profession-test,_doc,translator,0.043408982,translator,Translator,,,job title,10,https://zety.com/blog/job-titles,Translator,1641224468283,,
profession-test,_doc,hvac_technician,0.043408982,hvac_technician,HVAC Technician,,,job title,10,https://zety.com/blog/job-titles,HVAC Technician,1641224468283,,
profession-test,_doc,attorney,0.043408982,attorney,Attorney,,,job title,10,https://zety.com/blog/job-titles,Attorney,1641224468283,,
profession-test,_doc,bank_teller,0.043408982,bank_teller,Bank Teller,,,job title,10,https://zety.com/blog/job-titles,Bank Teller,1641224468283,,
profession-test,_doc,parking_attendant,0.043408982,parking_attendant,Parking Attendant,,,job title,10,https://zety.com/blog/job-titles,Parking Attendant,1641224468283,,
profession-test,_doc,machinery_operator,0.043408982,machinery_operator,Machinery Operator,,,job title,10,https://zety.com/blog/job-titles,Machinery Operator,1641224468283,,
profession-test,_doc,manufacturing_assembler,0.043408982,manufacturing_assembler,Manufacturing Assembler,,,job title,10,https://zety.com/blog/job-titles,Manufacturing Assembler,1641224468283,,
profession-test,_doc,funeral_attendant,0.043408982,funeral_attendant,Funeral Attendant,,,job title,10,https://zety.com/blog/job-titles,Funeral Attendant,1641224468283,,
profession-test,_doc,assistant_golf_professional,0.043408982,assistant_golf_professional,Assistant Golf Professional,,,job title,10,https://zety.com/blog/job-titles,Assistant Golf Professional,1641224468283,,
profession-test,_doc,yoga_instructor,0.043408982,yoga_instructor,Yoga Instructor,,,job title,10,https://zety.com/blog/job-titles,Yoga Instructor,1641224468283,,
profession-test,_doc,warehouse_worker,0.043408982,warehouse_worker,Warehouse Worker,,,job title,10,https://zety.com/blog/job-titles,Warehouse Worker,1641224468283,,
profession-test,_doc,heavy_equipment_operator,0.043408982,heavy_equipment_operator,Heavy Equipment Operator,,,job title,10,https://zety.com/blog/job-titles,Heavy Equipment Operator,1641224468283,,
profession-test,_doc,welding,0.043408982,welding,Welding,,,job title,10,https://zety.com/blog/job-titles,Welding,1641224468283,,
profession-test,_doc,physical_therapy_assistant,0.043408982,physical_therapy_assistant,Physical Therapy Assistant,,,job title,10,https://zety.com/blog/job-titles,Physical Therapy Assistant,1641224468283,,
profession-test,_doc,landscaping_worker,0.043408982,landscaping_worker,Landscaping Worker,,,job title,10,https://zety.com/blog/job-titles,Landscaping Worker,1641224468283,,
profession-test,_doc,landscaping_assistant,0.043408982,landscaping_assistant,Landscaping Assistant,,,job title,10,https://zety.com/blog/job-titles,Landscaping Assistant,1641224468283,,
profession-test,_doc,mover,0.043408982,mover,Mover,,,job title,10,https://zety.com/blog/job-titles,Mover,1641224468283,,
profession-test,_doc,virtual_assistant,0.043408982,virtual_assistant,Virtual Assistant,,,job title,10,https://zety.com/blog/job-titles,Virtual Assistant,1641224468283,,
profession-test,_doc,customer_service,0.043408982,customer_service,Customer Service,,,job title,10,https://zety.com/blog/job-titles,Customer Service,1641224468283,,
profession-test,_doc,customer_support,0.043408982,customer_support,Customer Support,,,job title,10,https://zety.com/blog/job-titles,Customer Support,1641224468283,,
profession-test,_doc,help_desk,0.043408982,help_desk,Help Desk,,,job title,10,https://zety.com/blog/job-titles,Help Desk,1641224468283,,
profession-test,_doc,client_service_specialist,0.043408982,client_service_specialist,Client Service Specialist,,,job title,10,https://zety.com/blog/job-titles,Client Service Specialist,1641224468283,,
profession-test,_doc,customer_care_associate,0.043408982,customer_care_associate,Customer Care Associate,,,job title,10,https://zety.com/blog/job-titles,Customer Care Associate,1641224468283,,
profession-test,_doc,assistant_engineer,0.043408982,assistant_engineer,Assistant Engineer,,,job title,10,https://zety.com/blog/job-titles,Assistant Engineer,1641224468283,,
profession-test,_doc,chemical_engineer,0.043408982,chemical_engineer,Chemical Engineer,,,job title,10,https://zety.com/blog/job-titles,Chemical Engineer,1641224468283,,
profession-test,_doc,chief_engineer,0.043408982,chief_engineer,Chief Engineer,,,job title,10,https://zety.com/blog/job-titles,Chief Engineer,1641224468283,,
profession-test,_doc,geological_engineer,0.043408982,geological_engineer,Geological Engineer,,,job title,10,https://zety.com/blog/job-titles,Geological Engineer,1641224468283,,
profession-test,_doc,biological_engineer,0.043408982,biological_engineer,Biological Engineer,,,job title,10,https://zety.com/blog/job-titles,Biological Engineer,1641224468283,,
profession-test,_doc,maintenance_engineer,0.043408982,maintenance_engineer,Maintenance Engineer,,,job title,10,https://zety.com/blog/job-titles,Maintenance Engineer,1641224468283,,
profession-test,_doc,mining_engineer,0.043408982,mining_engineer,Mining Engineer,,,job title,10,https://zety.com/blog/job-titles,Mining Engineer,1641224468283,,
profession-test,_doc,nuclear_engineer,0.043408982,nuclear_engineer,Nuclear Engineer,,,job title,10,https://zety.com/blog/job-titles,Nuclear Engineer,1641224468283,,
profession-test,_doc,petroleum_engineer,0.043408982,petroleum_engineer,Petroleum Engineer,,,job title,10,https://zety.com/blog/job-titles,Petroleum Engineer,1641224468283,,
profession-test,_doc,plant_engineer,0.043408982,plant_engineer,Plant Engineer,,,job title,10,https://zety.com/blog/job-titles,Plant Engineer,1641224468283,,
profession-test,_doc,production_engineer,0.043408982,production_engineer,Production Engineer,,,job title,10,https://zety.com/blog/job-titles,Production Engineer,1641224468283,,
profession-test,_doc,safety_engineer,0.043408982,safety_engineer,Safety Engineer,,,job title,10,https://zety.com/blog/job-titles,Safety Engineer,1641224468283,,
profession-test,_doc,ceo,0.043408982,ceo,CEO,,,job title,10,https://zety.com/blog/job-titles,CEO,1641224468283,,
profession-test,_doc,proprietor,0.043408982,proprietor,Proprietor,,,job title,10,https://zety.com/blog/job-titles,Proprietor,1641224468283,,
profession-test,_doc,principal,0.043408982,principal,Principal,,,job title,10,https://zety.com/blog/job-titles,Principal,1641224468283,,
profession-test,_doc,founder,0.043408982,founder,Founder,,,job title,10,https://zety.com/blog/job-titles,Founder,1641224468283,,
profession-test,_doc,managing_partner,0.043408982,managing_partner,Managing Partner,,,job title,10,https://zety.com/blog/job-titles,Managing Partner,1641224468283,,
profession-test,_doc,managing_member,0.043408982,managing_member,Managing Member,,,job title,10,https://zety.com/blog/job-titles,Managing Member,1641224468283,,
profession-test,_doc,direct_support_professional,0.043408982,direct_support_professional,Direct Support Professional,Trực tiếp chuyên viên hỗ trợ,Direct Professional Support,job title,10,category-test,Direct Support Professional,1652174966259,,
profession-test,_doc,director,0.043408982,director,Director,Giám đốc,Directeur,job title,10,category-test,Director,1652174966259,,
profession-test,_doc,director_of_analytics,0.043408982,director_of_analytics,Director Of Analytics,Giám đốc Phân tích,Directeur de l'analyse,job title,10,category-test,Director Of Analytics,1652174966259,,
profession-test,_doc,director_of_business_development,0.043408982,director_of_business_development,Director Of Business Development,Giám đốc phát triển kinh doanh,Directeur du développement des affaires,job title,10,category-test,Director Of Business Development,1652174966259,,
profession-test,_doc,director_of_communications,0.043408982,director_of_communications,Director Of Communications,Giám đốc truyền thông,Directeur des communications,job title,10,category-test,Director Of Communications,1652174966259,,
profession-test,_doc,director_of_customer_success,0.043408982,director_of_customer_success,Director of Customer Success,Giám đốc Khách hàng thành công,Directeur du succès à la clientèle,job title,10,category-test,Director of Customer Success,1652174966259,,
profession-test,_doc,director_of_development,0.043408982,director_of_development,Director Of Development,Giám đốc phát triển,Directeur du développement,job title,10,category-test,Director Of Development,1652174966259,,
profession-test,_doc,director_of_engineering,0.043408982,director_of_engineering,Director Of Engineering,Giám đốc Kỹ thuật,Directeur de l'ingénierie,job title,10,category-test,Director Of Engineering,1652174966259,,
